WKT,fishing_category_FO,mw_fishinghours,ecoregion,stat_rec,c_square,lat,lon
"POLYGON ((-35.2 40.4,-35.2 40.45,-35.15 40.45,-35.15 40.4,-35.2 40.4))",Static,0.109575833333333,Azores,09B4,7403:205:141:2,40.425,-35.175
"POLYGON ((-24.05 39.85,-24.05 39.9,-24.0 39.9,-24.0 39.85,-24.05 39.85))",Static,0.0782080216666668,Azores,08C5,7302:394:380:3,39.875,-24.025
"POLYGON ((-34.6 38.4,-34.6 38.45,-34.55 38.45,-34.55 38.4,-34.6 38.4))",Static,0.077529175,Azores,05B5,7303:384:245:2,38.425,-34.575
"POLYGON ((-33.4 41.4,-33.4 41.45,-33.35 41.45,-33.35 41.4,-33.4 41.4))",Static,0.0739176225,Azores,11B6,7403:113:143:2,41.425,-33.375
"POLYGON ((-35.05 40.0,-35.05 40.05,-35.0 40.05,-35 40,-35.05 40.0))",Static,0.206180325,Azores,09B4,7403:205:100:1,40.025,-35.025
"POLYGON ((-34.9 39.7,-34.9 39.75,-34.85 39.75,-34.85 39.7,-34.9 39.7))",Static,0.107358307166667,Azores,08B5,7303:394:478:2,39.725,-34.875
"POLYGON ((-34.8 38.15,-34.8 38.2,-34.75 38.2,-34.75 38.15,-34.8 38.15))",Static,0.146605825,Azores,05B5,7303:384:217:4,38.175,-34.775
"POLYGON ((-24.85 40.35,-24.85 40.4,-24.8 40.4,-24.8 40.35,-24.85 40.35))",Static,0.0385088,Azores,09C5,7402:104:238:3,40.375,-24.825
"POLYGON ((-33.4 40.4,-33.4 40.45,-33.35 40.45,-33.35 40.4,-33.4 40.4))",Static,0.06673655,Azores,09B6,7403:103:143:2,40.425,-33.375
"POLYGON ((-32.9 41.8,-32.9 41.85,-32.85 41.85,-32.85 41.8,-32.9 41.8))",Static,0.1229925,Azores,12B7,7403:112:488:2,41.825,-32.875
"POLYGON ((-30.3 36.0,-30.3 36.05,-30.25 36.05,-30.25 36.0,-30.3 36.0))",Static,3.260812,Azores,01B9,7303:360:102:2,36.025,-30.275
"POLYGON ((-24.85 40.8,-24.85 40.85,-24.8 40.85,-24.8 40.8,-24.85 40.8))",Static,0.1907061,Azores,10C5,7402:104:488:1,40.825,-24.825
"POLYGON ((-34.0 39.5,-34.0 39.55,-33.95 39.55,-33.95 39.5,-34.0 39.5))",Static,0.126875,Azores,08B6,7303:393:459:2,39.525,-33.975
"POLYGON ((-34.9 39.25,-34.9 39.3,-34.85 39.3,-34.85 39.25,-34.9 39.25))",Static,0.223011672777778,Azores,07B5,7303:394:228:4,39.275,-34.875
"POLYGON ((-34.65 40.35,-34.65 40.4,-34.6 40.4,-34.6 40.35,-34.65 40.35))",Static,0.084960325,Azores,09B5,7403:104:236:3,40.375,-34.625
"POLYGON ((-33.55 37.25,-33.55 37.3,-33.5 37.3,-33.5 37.25,-33.55 37.25))",Static,0.12352725,Azores,03B6,7303:373:225:3,37.275,-33.525
"POLYGON ((-30.6 37.2,-30.6 37.25,-30.55 37.25,-30.55 37.2,-30.6 37.2))",Static,0.20720125,Azores,03B9,7303:370:225:2,37.225,-30.575
"POLYGON ((-23.1 40.65,-23.1 40.7,-23.05 40.7,-23.05 40.65,-23.1 40.65))",Static,0.0505525,Azores,10C6,7402:103:360:4,40.675,-23.075
"POLYGON ((-24.7 41.1,-24.7 41.15,-24.65 41.15,-24.65 41.1,-24.7 41.1))",Static,0.095152925,Azores,11C5,7402:114:216:2,41.125,-24.675
"POLYGON ((-32.25 36.95,-32.25 37.0,-32.2 37.0,-32.2 36.95,-32.25 36.95))",Static,0.09372705625,Azores,02B7,7303:362:392:3,36.975,-32.225
"POLYGON ((-29.5 36.15,-29.5 36.2,-29.45 36.2,-29.45 36.15,-29.5 36.15))",Static,0.12296375,Azores,01C0,7302:469:114:4,36.175,-29.475
"POLYGON ((-35.15 39.95,-35.15 40.0,-35.1 40.0,-35.1 39.95,-35.15 39.95))",Static,0.1180626,Azores,08B4,7303:495:391:3,39.975,-35.125
"POLYGON ((-33.65 39.7,-33.65 39.75,-33.6 39.75,-33.6 39.7,-33.65 39.7))",Static,0.07786625,Azores,08B6,7303:393:476:1,39.725,-33.625
"POLYGON ((-32.6 36.2,-32.6 36.25,-32.55 36.25,-32.55 36.2,-32.6 36.2))",Static,0.076623625,Azores,01B7,7303:362:225:2,36.225,-32.575
"POLYGON ((-31.3 37.1,-31.3 37.15,-31.25 37.15,-31.25 37.1,-31.3 37.1))",Static,0.195141458333333,Azores,03B8,7303:371:112:2,37.125,-31.275
"POLYGON ((-32.95 36.6,-32.95 36.65,-32.9 36.65,-32.9 36.6,-32.95 36.6))",Static,0.1238545,Azores,02B7,7303:362:469:1,36.625,-32.925
"POLYGON ((-28.65 41.3,-28.65 41.35,-28.6 41.35,-28.6 41.3,-28.65 41.3))",Static,0.142047416666667,Azores,11C1,7402:218:236:1,41.325,-28.625
"POLYGON ((-33.65 42.35,-33.65 42.4,-33.6 42.4,-33.6 42.35,-33.65 42.35))",Static,0.061481875,Azores,13B6,7403:123:236:3,42.375,-33.625
"POLYGON ((-32.25 37.2,-32.25 37.25,-32.2 37.25,-32.2 37.2,-32.25 37.2))",Static,0.11142805,Azores,03B7,7303:372:122:1,37.225,-32.225
"POLYGON ((-35.45 39.45,-35.45 39.5,-35.4 39.5,-35.4 39.45,-35.45 39.45))",Static,0.112422083333333,Azores,07B4,7303:495:144:3,39.475,-35.425
"POLYGON ((-29.1 41.85,-29.1 41.9,-29.05 41.9,-29.05 41.85,-29.1 41.85))",Static,0.0951289583333332,Azores,12C0,7402:219:380:4,41.875,-29.075
"POLYGON ((-33.75 39.3,-33.75 39.35,-33.7 39.35,-33.7 39.3,-33.75 39.3))",Static,0.204402925,Azores,07B6,7303:393:237:1,39.325,-33.725
"POLYGON ((-34.7 39.45,-34.7 39.5,-34.65 39.5,-34.65 39.45,-34.7 39.45))",Static,0.636193083333333,Azores,07B5,7303:394:246:4,39.475,-34.675
"POLYGON ((-32.75 37.65,-32.75 37.7,-32.7 37.7,-32.7 37.65,-32.75 37.65))",Static,0.2123708125,Azores,04B7,7303:372:467:3,37.675,-32.725
"POLYGON ((-31.2 36.45,-31.2 36.5,-31.15 36.5,-31.15 36.45,-31.2 36.45))",Static,0.0951289583333332,Azores,01B8,7303:361:141:4,36.475,-31.175
"POLYGON ((-22.55 39.2,-22.55 39.25,-22.5 39.25,-22.5 39.2,-22.55 39.2))",Static,0.09517671875,Azores,07C7,7302:392:225:1,39.225,-22.525
"POLYGON ((-29.05 40.85,-29.05 40.9,-29.0 40.9,-29.0 40.85,-29.05 40.85))",Static,0.21139875,Azores,10C0,7402:209:380:3,40.875,-29.025
"POLYGON ((-32.25 36.35,-32.25 36.4,-32.2 36.4,-32.2 36.35,-32.25 36.35))",Static,0.206590843041667,Azores,01B7,7303:362:132:3,36.375,-32.225
"POLYGON ((-25.85 41.05,-25.85 41.1,-25.8 41.1,-25.8 41.05,-25.85 41.05))",Static,0.0775338145833332,Azores,11C4,7402:215:208:3,41.075,-25.825
"POLYGON ((-25.35 41.35,-25.35 41.4,-25.3 41.4,-25.3 41.35,-25.35 41.35))",Static,0.0636283013541665,Azores,11C4,7402:215:133:3,41.375,-25.325
"POLYGON ((-31.9 42.4,-31.9 42.45,-31.85 42.45,-31.85 42.4,-31.9 42.4))",Static,0.146605825,Azores,13B8,7403:121:248:2,42.425,-31.875
"POLYGON ((-34.0 40.6,-34.0 40.65,-33.95 40.65,-33.95 40.6,-34.0 40.6))",Static,0.21145145,Azores,10B6,7403:103:469:2,40.625,-33.975
"POLYGON ((-34.5 39.75,-34.5 39.8,-34.45 39.8,-34.45 39.75,-34.5 39.75))",Static,0.21145145,Azores,08B5,7303:394:374:4,39.775,-34.475
"POLYGON ((-31.7 36.95,-31.7 37.0,-31.65 37.0,-31.65 36.95,-31.7 36.95))",Static,0.12578125,Azores,02B8,7303:361:496:4,36.975,-31.675
"POLYGON ((-33.35 37.5,-33.35 37.55,-33.3 37.55,-33.3 37.5,-33.35 37.5))",Static,0.1848584,Azores,04B6,7303:373:353:1,37.525,-33.325
"POLYGON ((-35.0 40.1,-35.0 40.15,-34.95 40.15,-34.95 40.1,-35.0 40.1))",Static,0.025703875,Azores,09B5,7403:104:219:2,40.125,-34.975
"POLYGON ((-26.15 41.7,-26.15 41.75,-26.1 41.75,-26.1 41.7,-26.15 41.7))",Static,0.0753675,Azores,12C3,7402:216:371:1,41.725,-26.125
"POLYGON ((-30.5 41.85,-30.5 41.9,-30.45 41.9,-30.45 41.85,-30.5 41.85))",Static,0.12296375,Azores,12B9,7403:110:384:4,41.875,-30.475
"POLYGON ((-32.15 41.85,-32.15 41.9,-32.1 41.9,-32.1 41.85,-32.15 41.85))",Static,0.065625,Azores,12B7,7403:112:381:3,41.875,-32.125
"POLYGON ((-32.1 37.4,-32.1 37.45,-32.05 37.45,-32.05 37.4,-32.1 37.4))",Static,0.342,Azores,03B7,7303:372:140:2,37.425,-32.075
"POLYGON ((-27.85 36.1,-27.85 36.15,-27.8 36.15,-27.8 36.1,-27.85 36.1))",Static,0.206127166666667,Azores,01C2,7302:467:218:1,36.125,-27.825
"POLYGON ((-33.15 37.3,-33.15 37.35,-33.1 37.35,-33.1 37.3,-33.15 37.3))",Static,0.425968075,Azores,03B6,7303:373:131:1,37.325,-33.125
"POLYGON ((-25.35 41.8,-25.35 41.85,-25.3 41.85,-25.3 41.8,-25.35 41.8))",Static,0.0422816666666668,Azores,12C4,7402:215:383:1,41.825,-25.325
"POLYGON ((-32.6 37.35,-32.6 37.4,-32.55 37.4,-32.55 37.35,-32.6 37.35))",Static,0.0762251333333333,Azores,03B7,7303:372:235:4,37.375,-32.575
"POLYGON ((-28.9 38.4,-28.9 38.45,-28.85 38.45,-28.85 38.4,-28.9 38.4))",Static,0.0661903022916668,Azores,05C1,7302:488:248:2,38.425,-28.875
"POLYGON ((-35.55 39.8,-35.55 39.85,-35.5 39.85,-35.5 39.8,-35.55 39.8))",Static,0.149070652291667,Azores,08B4,7303:495:485:1,39.825,-35.525
"POLYGON ((-33.65 38.65,-33.65 38.7,-33.6 38.7,-33.6 38.65,-33.65 38.65))",Static,0.12578125,Azores,06B6,7303:383:466:3,38.675,-33.625
"POLYGON ((-32.95 37.15,-32.95 37.2,-32.9 37.2,-32.9 37.15,-32.95 37.15))",Static,0.0763075,Azores,03B7,7303:372:219:3,37.175,-32.925
"POLYGON ((-35.2 40.6,-35.2 40.65,-35.15 40.65,-35.15 40.6,-35.2 40.6))",Static,0.0252825,Azores,10B4,7403:205:361:2,40.625,-35.175
"POLYGON ((-31.75 36.6,-31.75 36.65,-31.7 36.65,-31.7 36.6,-31.75 36.6))",Static,0.0763075,Azores,02B8,7303:361:467:1,36.625,-31.725
"POLYGON ((-34.75 39.9,-34.75 39.95,-34.7 39.95,-34.7 39.9,-34.75 39.9))",Static,0.0656425,Azores,08B5,7303:394:497:1,39.925,-34.725
"POLYGON ((-27.9 41.6,-27.9 41.65,-27.85 41.65,-27.85 41.6,-27.9 41.6))",Static,0.155039166666667,Azores,12C2,7402:217:468:2,41.625,-27.875
"POLYGON ((-32.35 36.85,-32.35 36.9,-32.3 36.9,-32.3 36.85,-32.35 36.85))",Static,0.0927035,Azores,02B7,7303:362:383:3,36.875,-32.325
"POLYGON ((-31.05 36.7,-31.05 36.75,-31.0 36.75,-31.0 36.7,-31.05 36.7))",Static,0.0782080216666668,Azores,02B8,7303:361:370:1,36.725,-31.025
"POLYGON ((-31.15 37.1,-31.15 37.15,-31.1 37.15,-31.1 37.1,-31.15 37.1))",Static,0.1103248,Azores,03B8,7303:371:111:1,37.125,-31.125
"POLYGON ((-30.8 36.85,-30.8 36.9,-30.75 36.9,-30.75 36.85,-30.8 36.85))",Static,0.340422,Azores,02B9,7303:360:487:4,36.875,-30.775
"POLYGON ((-33.85 38.75,-33.85 38.8,-33.8 38.8,-33.8 38.75,-33.85 38.75))",Static,0.12578125,Azores,06B6,7303:383:478:3,38.775,-33.825
"POLYGON ((-28.55 36.0,-28.55 36.05,-28.5 36.05,-28.5 36.0,-28.55 36.0))",Static,68.8687615,Azores,01C1,7302:468:205:1,36.025,-28.525
"POLYGON ((-22.1 36.1,-22.1 36.15,-22.05 36.15,-22.05 36.1,-22.1 36.1))",Static,119.579261083333,Azores,01C7,7302:362:110:2,36.125,-22.075
"POLYGON ((-27.35 41.7,-27.35 41.75,-27.3 41.75,-27.3 41.7,-27.35 41.7))",Static,0.0381830625,Azores,12C2,7402:217:373:1,41.725,-27.325
"POLYGON ((-30.9 37.4,-30.9 37.45,-30.85 37.45,-30.85 37.4,-30.9 37.4))",Static,0.754,Azores,03B9,7303:370:248:2,37.425,-30.875
"POLYGON ((-33.3 41.35,-33.3 41.4,-33.25 41.4,-33.25 41.35,-33.3 41.35))",Static,0.141636875,Azores,11B6,7403:113:132:4,41.375,-33.275
"POLYGON ((-26.65 41.05,-26.65 41.1,-26.6 41.1,-26.6 41.05,-26.65 41.05))",Static,0.1416752,Azores,11C3,7402:216:206:3,41.075,-26.625
"POLYGON ((-31.55 37.2,-31.55 37.25,-31.5 37.25,-31.5 37.2,-31.55 37.2))",Static,0.72795875,Azores,03B8,7303:371:225:1,37.225,-31.525
"POLYGON ((-31.8 36.9,-31.8 36.95,-31.75 36.95,-31.75 36.9,-31.8 36.9))",Static,0.126908833333333,Azores,02B8,7303:361:497:2,36.925,-31.775
"POLYGON ((-28.5 41.35,-28.5 41.4,-28.45 41.4,-28.45 41.35,-28.5 41.35))",Static,0.141636875,Azores,11C1,7402:218:134:4,41.375,-28.475
"POLYGON ((-23.2 40.65,-23.2 40.7,-23.15 40.7,-23.15 40.65,-23.2 40.65))",Static,0.0760157291666667,Azores,10C6,7402:103:361:4,40.675,-23.175
"POLYGON ((-22.8 39.7,-22.8 39.75,-22.75 39.75,-22.75 39.7,-22.8 39.7))",Static,0.0782080216666668,Azores,08C7,7302:392:477:2,39.725,-22.775
"POLYGON ((-34.4 37.5,-34.4 37.55,-34.35 37.55,-34.35 37.5,-34.4 37.5))",Static,0.21145145,Azores,04B5,7303:374:353:2,37.525,-34.375
"POLYGON ((-28.6 41.9,-28.6 41.95,-28.55 41.95,-28.55 41.9,-28.6 41.9))",Static,0.08420875,Azores,12C1,7402:218:495:2,41.925,-28.575
"POLYGON ((-33.05 37.4,-33.05 37.45,-33.0 37.45,-33.0 37.4,-33.05 37.4))",Static,1.8425242,Azores,03B6,7303:373:140:1,37.425,-33.025
"POLYGON ((-34.25 40.7,-34.25 40.75,-34.2 40.75,-34.2 40.7,-34.25 40.7))",Static,0.1428685,Azores,10B5,7403:104:372:1,40.725,-34.225
"POLYGON ((-32.6 36.85,-32.6 36.9,-32.55 36.9,-32.55 36.85,-32.6 36.85))",Static,0.126875,Azores,02B7,7303:362:485:4,36.875,-32.575
"POLYGON ((-27.85 41.55,-27.85 41.6,-27.8 41.6,-27.8 41.55,-27.85 41.55))",Static,0.12296375,Azores,12C2,7402:217:458:3,41.575,-27.825
"POLYGON ((-33.25 37.35,-33.25 37.4,-33.2 37.4,-33.2 37.35,-33.25 37.35))",Static,0.5065336,Azores,03B6,7303:373:132:3,37.375,-33.225
"POLYGON ((-34.2 40.9,-34.2 40.95,-34.15 40.95,-34.15 40.9,-34.2 40.9))",Static,0.21145145,Azores,10B5,7403:104:391:2,40.925,-34.175
"POLYGON ((-33.3 37.5,-33.3 37.55,-33.25 37.55,-33.25 37.5,-33.3 37.5))",Static,0.308466875,Azores,04B6,7303:373:352:2,37.525,-33.275
"POLYGON ((-22.05 39.05,-22.05 39.1,-22.0 39.1,-22.0 39.05,-22.05 39.05))",Static,0.142085861111111,Azores,07C7,7302:392:100:3,39.075,-22.025
"POLYGON ((-31.4 37.3,-31.4 37.35,-31.35 37.35,-31.35 37.3,-31.4 37.3))",Static,0.188635775,Azores,03B8,7303:371:133:2,37.325,-31.375
"POLYGON ((-23.5 40.9,-23.5 40.95,-23.45 40.95,-23.45 40.9,-23.5 40.9))",Static,0.0563739583333333,Azores,10C6,7402:103:394:2,40.925,-23.475
"POLYGON ((-35.1 39.1,-35.1 39.15,-35.05 39.15,-35.05 39.1,-35.1 39.1))",Static,0.146605825,Azores,07B4,7303:495:110:2,39.125,-35.075
"POLYGON ((-29.95 36.6,-29.95 36.65,-29.9 36.65,-29.9 36.6,-29.95 36.6))",Static,0.126328125,Azores,02C0,7302:469:469:1,36.625,-29.925
"POLYGON ((-24.75 40.75,-24.75 40.8,-24.7 40.8,-24.7 40.75,-24.75 40.75))",Static,0.346782425,Azores,10C5,7402:104:477:3,40.775,-24.725
"POLYGON ((-33.8 37.35,-33.8 37.4,-33.75 37.4,-33.75 37.35,-33.8 37.35))",Static,0.12578125,Azores,03B6,7303:373:237:4,37.375,-33.775
"POLYGON ((-26.15 41.2,-26.15 41.25,-26.1 41.25,-26.1 41.2,-26.15 41.2))",Static,0.0504597083333333,Azores,11C3,7402:216:121:1,41.225,-26.125
"POLYGON ((-34.15 38.8,-34.15 38.85,-34.1 38.85,-34.1 38.8,-34.15 38.8))",Static,0.077529175,Azores,06B5,7303:384:381:1,38.825,-34.125
"POLYGON ((-29.4 41.85,-29.4 41.9,-29.35 41.9,-29.35 41.85,-29.4 41.85))",Static,0.0513950416666668,Azores,12C0,7402:219:383:4,41.875,-29.375
"POLYGON ((-25.2 41.75,-25.2 41.8,-25.15 41.8,-25.15 41.75,-25.2 41.75))",Static,0.095152925,Azores,12C4,7402:215:371:4,41.775,-25.175
"POLYGON ((-35.0 40.4,-35.0 40.45,-34.95 40.45,-34.95 40.4,-35.0 40.4))",Static,0.0842299291666667,Azores,09B5,7403:104:249:2,40.425,-34.975
"POLYGON ((-31.1 38.25,-31.1 38.3,-31.05 38.3,-31.05 38.25,-31.1 38.25))",Static,0.48175,Azores,05B8,7303:381:120:4,38.275,-31.075
"POLYGON ((-34.55 38.1,-34.55 38.15,-34.5 38.15,-34.5 38.1,-34.55 38.1))",Static,0.075925982142857,Azores,05B5,7303:384:215:1,38.125,-34.525
"POLYGON ((-32.65 37.45,-32.65 37.5,-32.6 37.5,-32.6 37.45,-32.65 37.45))",Static,0.0659895833333332,Azores,03B7,7303:372:246:3,37.475,-32.625
"POLYGON ((-33.05 37.3,-33.05 37.35,-33.0 37.35,-33.0 37.3,-33.05 37.3))",Static,1.9647378,Azores,03B6,7303:373:130:1,37.325,-33.025
"POLYGON ((-31.35 36.55,-31.35 36.6,-31.3 36.6,-31.3 36.55,-31.35 36.55))",Static,0.1229925,Azores,02B8,7303:361:353:3,36.575,-31.325
"POLYGON ((-32.7 37.75,-32.7 37.8,-32.65 37.8,-32.65 37.75,-32.7 37.75))",Static,0.12578125,Azores,04B7,7303:372:476:4,37.775,-32.675
"POLYGON ((-33.2 37.2,-33.2 37.25,-33.15 37.25,-33.15 37.2,-33.2 37.2))",Static,0.1103248,Azores,03B6,7303:373:121:2,37.225,-33.175
"POLYGON ((-32.55 37.5,-32.55 37.55,-32.5 37.55,-32.5 37.5,-32.55 37.5))",Static,0.126179472222222,Azores,04B7,7303:372:455:1,37.525,-32.525
"POLYGON ((-34.25 41.4,-34.25 41.45,-34.2 41.45,-34.2 41.4,-34.25 41.4))",Static,0.1229925,Azores,11B5,7403:114:142:1,41.425,-34.225
"POLYGON ((-27.65 41.25,-27.65 41.3,-27.6 41.3,-27.6 41.25,-27.65 41.25))",Static,0.1103225,Azores,11C2,7402:217:226:3,41.275,-27.625
"POLYGON ((-25.45 41.55,-25.45 41.6,-25.4 41.6,-25.4 41.55,-25.45 41.55))",Static,0.095566625,Azores,12C4,7402:215:354:3,41.575,-25.425
"POLYGON ((-28.4 41.45,-28.4 41.5,-28.35 41.5,-28.35 41.45,-28.4 41.45))",Static,0.14096605,Azores,11C1,7402:218:143:4,41.475,-28.375
"POLYGON ((-31.05 36.0,-31.05 36.05,-31.0 36.05,-31 36,-31.05 36.0))",Static,14.80690528125,Azores,01B8,7303:361:100:1,36.025,-31.025
"POLYGON ((-35.05 41.0,-35.05 41.05,-35.0 41.05,-35 41,-35.05 41.0))",Static,0.076308,Azores,11B4,7403:215:100:1,41.025,-35.025
"POLYGON ((-32.1 37.65,-32.1 37.7,-32.05 37.7,-32.05 37.65,-32.1 37.65))",Static,0.18571875,Azores,04B7,7303:372:360:4,37.675,-32.075
"POLYGON ((-32.45 37.3,-32.45 37.35,-32.4 37.35,-32.4 37.3,-32.45 37.3))",Static,0.1229925,Azores,03B7,7303:372:134:1,37.325,-32.425
"POLYGON ((-30.8 36.95,-30.8 37.0,-30.75 37.0,-30.75 36.95,-30.8 36.95))",Static,0.0775338145833332,Azores,02B9,7303:360:497:4,36.975,-30.775
"POLYGON ((-30.25 36.95,-30.25 37.0,-30.2 37.0,-30.2 36.95,-30.25 36.95))",Static,0.01550775,Azores,02B9,7303:360:392:3,36.975,-30.225
"POLYGON ((-33.65 36.9,-33.65 36.95,-33.6 36.95,-33.6 36.9,-33.65 36.9))",Static,0.141636875,Azores,02B6,7303:363:496:1,36.925,-33.625
"POLYGON ((-30.6 42.75,-30.6 42.8,-30.55 42.8,-30.55 42.75,-30.6 42.75))",Static,0.12296375,Azores,14B9,7403:120:475:4,42.775,-30.575
"POLYGON ((-29.9 41.4,-29.9 41.45,-29.85 41.45,-29.85 41.4,-29.9 41.4))",Static,0.149739583333333,Azores,11C0,7402:219:248:2,41.425,-29.875
"POLYGON ((-27.35 36.0,-27.35 36.05,-27.3 36.05,-27.3 36.0,-27.35 36.0))",Static,0.0656425,Azores,01C2,7302:467:103:1,36.025,-27.325
"POLYGON ((-33.8 37.05,-33.8 37.1,-33.75 37.1,-33.75 37.05,-33.8 37.05))",Static,0.12578125,Azores,03B6,7303:373:207:4,37.075,-33.775
"POLYGON ((-32.75 36.95,-32.75 37.0,-32.7 37.0,-32.7 36.95,-32.75 36.95))",Static,0.12578125,Azores,02B7,7303:362:497:3,36.975,-32.725
"POLYGON ((-30.95 36.65,-30.95 36.7,-30.9 36.7,-30.9 36.65,-30.95 36.65))",Static,0.2005718,Azores,02B9,7303:360:469:3,36.675,-30.925
"POLYGON ((-32.3 36.7,-32.3 36.75,-32.25 36.75,-32.25 36.7,-32.3 36.7))",Static,0.12352725,Azores,02B7,7303:362:372:2,36.725,-32.275
"POLYGON ((-30.1 36.45,-30.1 36.5,-30.05 36.5,-30.05 36.45,-30.1 36.45))",Static,0.20720125,Azores,01B9,7303:360:140:4,36.475,-30.075
"POLYGON ((-34.45 37.5,-34.45 37.55,-34.4 37.55,-34.4 37.5,-34.45 37.5))",Static,0.12578125,Azores,04B5,7303:374:354:1,37.525,-34.425
"POLYGON ((-35.35 39.95,-35.35 40.0,-35.3 40.0,-35.3 39.95,-35.35 39.95))",Static,0.0252825,Azores,08B4,7303:495:393:3,39.975,-35.325
"POLYGON ((-25.35 41.25,-25.35 41.3,-25.3 41.3,-25.3 41.25,-25.35 41.25))",Static,0.0760332083333333,Azores,11C4,7402:215:123:3,41.275,-25.325
"POLYGON ((-29.7 41.4,-29.7 41.45,-29.65 41.45,-29.65 41.4,-29.7 41.4))",Static,0.0505525,Azores,11C0,7402:219:246:2,41.425,-29.675
"POLYGON ((-33.8 37.0,-33.8 37.05,-33.75 37.05,-33.75 37.0,-33.8 37.0))",Static,0.065643275,Azores,03B6,7303:373:207:2,37.025,-33.775
"POLYGON ((-35.2 38.35,-35.2 38.4,-35.15 38.4,-35.15 38.35,-35.2 38.35))",Static,0.050472425,Azores,05B4,7303:485:131:4,38.375,-35.175
"POLYGON ((-23.25 39.45,-23.25 39.5,-23.2 39.5,-23.2 39.45,-23.25 39.45))",Static,0.0954287222222222,Azores,07C6,7302:393:142:3,39.475,-23.225
"POLYGON ((-28.55 41.35,-28.55 41.4,-28.5 41.4,-28.5 41.35,-28.55 41.35))",Static,0.141636875,Azores,11C1,7402:218:235:3,41.375,-28.525
"POLYGON ((-33.35 37.0,-33.35 37.05,-33.3 37.05,-33.3 37.0,-33.35 37.0))",Static,0.12578125,Azores,03B6,7303:373:103:1,37.025,-33.325
"POLYGON ((-29.5 42.35,-29.5 42.4,-29.45 42.4,-29.45 42.35,-29.5 42.35))",Static,0.12296375,Azores,13C0,7402:229:134:4,42.375,-29.475
"POLYGON ((-34.45 38.4,-34.45 38.45,-34.4 38.45,-34.4 38.4,-34.45 38.4))",Static,0.14040525,Azores,05B5,7303:384:144:1,38.425,-34.425
"POLYGON ((-21.7 37.45,-21.7 37.5,-21.65 37.5,-21.65 37.45,-21.7 37.45))",Static,0.0732311383333333,Azores,03C8,7302:371:246:4,37.475,-21.675
"POLYGON ((-29.4 41.95,-29.4 42.0,-29.35 42.0,-29.35 41.95,-29.4 41.95))",Static,0.204402925,Azores,12C0,7402:219:393:4,41.975,-29.375
"POLYGON ((-34.4 40.5,-34.4 40.55,-34.35 40.55,-34.35 40.5,-34.4 40.5))",Static,0.206127166666667,Azores,10B5,7403:104:353:2,40.525,-34.375
"POLYGON ((-24.05 40.35,-24.05 40.4,-24.0 40.4,-24.0 40.35,-24.05 40.35))",Static,0.077529175,Azores,09C5,7402:104:130:3,40.375,-24.025
"POLYGON ((-31.0 36.15,-31.0 36.2,-30.95 36.2,-30.95 36.15,-31.0 36.15))",Static,0.12578125,Azores,01B9,7303:360:219:4,36.175,-30.975
"POLYGON ((-27.55 36.45,-27.55 36.5,-27.5 36.5,-27.5 36.45,-27.55 36.45))",Static,0.201032189583333,Azores,01C2,7302:467:245:3,36.475,-27.525
"POLYGON ((-29.55 41.55,-29.55 41.6,-29.5 41.6,-29.5 41.55,-29.55 41.55))",Static,0.0762875,Azores,12C0,7402:219:455:3,41.575,-29.525
"POLYGON ((-29.35 37.85,-29.35 37.9,-29.3 37.9,-29.3 37.85,-29.35 37.85))",Static,0.55175,Azores,04C0,7302:479:383:3,37.875,-29.325
"POLYGON ((-31.45 36.6,-31.45 36.65,-31.4 36.65,-31.4 36.6,-31.45 36.6))",Static,0.0775291666666668,Azores,02B8,7303:361:364:1,36.625,-31.425
"POLYGON ((-32.75 37.35,-32.75 37.4,-32.7 37.4,-32.7 37.35,-32.75 37.35))",Static,0.265274875,Azores,03B7,7303:372:237:3,37.375,-32.725
"POLYGON ((-34.9 40.15,-34.9 40.2,-34.85 40.2,-34.85 40.15,-34.9 40.15))",Static,0.02612525,Azores,09B5,7403:104:218:4,40.175,-34.875
"POLYGON ((-33.4 38.3,-33.4 38.35,-33.35 38.35,-33.35 38.3,-33.4 38.3))",Static,0.113709479166667,Azores,05B6,7303:383:133:2,38.325,-33.375
"POLYGON ((-30.95 37.4,-30.95 37.45,-30.9 37.45,-30.9 37.4,-30.95 37.4))",Static,3.79225,Azores,03B9,7303:370:249:1,37.425,-30.925
"POLYGON ((-25.05 41.1,-25.05 41.15,-25.0 41.15,-25.0 41.1,-25.05 41.1))",Static,0.268037025,Azores,11C4,7402:215:110:1,41.125,-25.025
"POLYGON ((-31.1 37.55,-31.1 37.6,-31.05 37.6,-31.05 37.55,-31.1 37.55))",Static,0.0661903,Azores,04B8,7303:371:350:4,37.575,-31.075
"POLYGON ((-32.15 37.35,-32.15 37.4,-32.1 37.4,-32.1 37.35,-32.15 37.35))",Static,0.124062,Azores,03B7,7303:372:131:3,37.375,-32.125
"POLYGON ((-22.5 37.2,-22.5 37.25,-22.45 37.25,-22.45 37.2,-22.5 37.2))",Static,0.0766439583333332,Azores,03C7,7302:372:124:2,37.225,-22.475
"POLYGON ((-34.95 38.5,-34.95 38.55,-34.9 38.55,-34.9 38.5,-34.95 38.5))",Static,0.272732083333333,Azores,06B5,7303:384:459:1,38.525,-34.925
